Product_id,Store_id,Sale_date,Sale_amount
472,156,21:7:2012,6
4804,122,25:1:2000,28
3341,215,25:4:2005,1
1512,49,20:4:2006,3
104,167,4:11:1959,50
4647,81,11:8:1977,19
1410,61,26:10:1957,28
1199,164,15:4:1973,28
3625,103,20:12:2010,13
1382,180,29:1:1911,1
1287,66,25:10:2004,21
3049,176,4:10:1995,41
1576,125,10:6:1975,26
1609,163,18:5:2007,41
3269,10,4:9:1981,26
4257,117,15:10:1934,25
1550,166,30:5:1988,4
2535,161,23:2:1997,21
5025,89,23:1:2015,4
1424,70,3:4:1921,24
2487,232,11:9:1915,16
3693,171,21:12:1964,0
4922,198,12:2:1986,5
2530,74,29:12:2006,12
313,90,8:11:1989,21
4201,158,17:3:1982,6
52,10,4:3:1967,21
1260,79,22:2:1995,6
4947,62,24:6:2018,41
2059,82,7:6:1964,33
4950,96,28:8:2017,4
4079,71,12:8:2012,1
4768,80,12:9:2005,13
3785,107,22:7:2006,1
4039,4,7:3:1998,14
4344,101,2:12:2013,21
1952,141,5:2:1971,5
1771,13,3:1:1993,11
4432,190,31:4:1986,2
173,231,12:5:1996,16
4839,126,27:6:1958,9
2202,45,6:4:2016,28
2372,93,2:3:1962,25
739,11,25:11:1999,19
4088,164,30:9:2017,36
4676,116,10:10:1993,3
3218,54,27:11:2018,21
3093,155,6:12:1932,5
5056,204,31:12:2002,46
67,69,28:10:2015,15
4555,189,13:10:1992,17
2638,50,6:11:2017,33
3312,66,31:3:2004,10
2604,179,15:9:2016,33
4124,72,19:9:1982,15
2684,198,18:10:1936,31
4524,31,5:2:1958,51
1048,174,22:9:2016,7
3428,16,20:10:2013,41
3524,166,6:9:1989,2
3659,69,4:5:2011,6
1367,164,30:6:1991,17
1215,169,7:6:1967,16
3412,59,7:7:1998,51
4239,199,16:2:2018,21
1000,186,16:1:2014,6
43,7,31:3:2016,16
4267,120,3:10:2017,1
151,227,10:3:1929,14
1506,122,19:7:1964,21
4377,105,3:4:1990,13
1497,76,29:8:1942,11
1760,114,15:3:2016,21
2162,75,20:4:1948,25
2840,127,31:9:1915,6
3889,53,5:9:2017,10
1023,44,24:3:1994,27
225,79,5:3:1989,1
2827,45,9:2:2015,11
4394,188,27:9:2001,22
546,37,6:10:2002,14
430,70,2:5:1906,56
1809,111,18:12:2014,31
3922,181,20:4:1962,8
2840,108,23:12:2010,11
3063,117,14:7:2006,11
3048,148,6:1:2016,6
1586,173,25:10:1979,17
3136,209,11:8:1975,6
1165,27,16:3:2017,36
1907,157,2:7:1973,7
117,163,12:11:1997,14
871,12,22:11:2000,6
347,135,22:3:1972,14
863,45,21:2:2014,56
1544,146,14:1:1976,26
1979,43,8:10:1975,46
3364,141,10:11:1958,51
4221,8,15:4:1983,36
3403,155,2:2:2007,16
3495,74,17:8:2002,11
3492,176,21:5:1982,20
950,110,5:5:1993,36
4791,197,29:1:2003,20
1024,113,21:2:1953,38
2499,31,1:4:1969,15
3446,7,13:4:2017,19
3221,38,22:10:1986,8
2473,27,8:1:2012,5
2904,178,13:7:1983,22
355,117,28:6:1967,29
314,160,17:12:2008,16
3070,139,20:8:2009,23
3015,51,14:9:1999,11
1226,143,17:8:2011,7
751,151,12:3:2002,4
2491,215,13:4:2006,4
940,152,19:5:1983,26
2813,114,8:7:2009,36
2284,103,9:8:2014,46
2901,54,16:9:1994,32
1844,221,31:9:2018,6
4622,40,17:9:1993,31
1883,64,10:6:2009,23
4746,4,3:12:2006,14
744,3,22:4:1991,46
2472,11,27:10:1989,56
4647,4,1:5:2001,23
951,50,29:5:2017,4
4216,69,20:5:2008,1
679,231,18:2:1976,36
2393,220,17:4:2011,1
2810,216,25:3:2008,4
1016,95,5:11:1949,33
1006,93,20:3:2004,6
2576,224,16:8:2014,32
3238,53,23:9:1928,18
3939,208,17:4:2009,15
2720,52,28:5:2002,39
1889,214,15:8:1965,15
840,186,3:1:2015,16
5033,71,22:12:2005,20
4776,152,18:7:1998,21
1409,24,16:8:2013,29
24,157,17:1:1963,41
2166,86,10:10:1992,26
2516,141,9:1:1961,4
3939,112,4:5:2015,15
4390,145,13:11:2017,6
4602,131,25:3:1945,26
1953,3,26:5:2002,16
1787,44,5:8:2012,14
2242,160,29:10:1984,26
4538,180,23:11:1918,4
3352,89,8:4:2007,11
562,188,22:12:2018,8
4098,131,22:8:1947,26
305,128,7:1:1940,11
2212,227,10:4:1936,31
671,177,24:10:1980,4
4507,174,2:7:2015,25
2328,163,14:3:2003,1
1289,213,15:1:1952,14
4320,213,13:9:1990,4
2530,23,31:10:1992,5
4999,184,29:9:1906,27
3090,223,31:10:2001,1
4563,159,9:1:1998,16
2498,141,3:11:1999,26
2321,13,18:9:2011,33
1385,72,28:10:1975,26
136,126,23:1:1975,21
2641,154,19:5:2018,6
995,124,10:9:2005,1
3765,213,8:2:1993,24
778,58,19:7:2010,51
462,195,6:8:2010,7
538,46,20:6:1965,9
3216,146,12:10:2003,18
4688,216,3:8:2008,9
1181,180,27:5:1995,36
26,104,16:9:2016,20
3968,5,9:5:1973,29
3367,157,6:7:1977,2
3014,198,24:5:2001,6
4163,120,25:5:1987,9
5076,224,26:8:2014,32
2348,47,26:12:1985,30
2884,43,29:3:1999,14
1616,151,18:2:2018,25
628,85,26:11:2010,16
3929,121,3:6:1963,15
1486,14,24:4:1991,17
3832,117,4:6:1937,14
700,216,31:9:2017,36
3553,165,21:3:1999,14
4299,45,4:8:2017,26
1562,129,11:7:1972,32
2888,10,14:10:1989,4
2195,105,22:9:1996,27
726,9,3:8:1980,26
1584,56,9:1:2012,16
2488,218,15:1:1980,21
1088,76,17:4:1988,3
4679,18,14:7:1983,4
3632,51,27:6:1964,15
4158,156,3:9:2009,26
1883,216,21:8:2016,35
2987,101,21:11:1988,16
2589,28,28:6:2006,19
3371,228,11:1:1994,0
3115,63,28:2:1987,25
2639,23,6:11:1999,16
4265,126,30:7:1960,1
1239,122,3:10:1952,23
4781,56,18:3:1982,1
3962,8,3:4:1980,25
4770,18,23:4:1996,14
558,101,26:5:1987,15
1701,209,8:2:1976,16
384,155,24:5:1920,17
527,22,3:3:2003,21
889,17,8:7:1974,9
3720,196,17:12:2009,34
4346,130,29:5:1994,19
3059,189,18:4:1982,3
4701,218,29:3:1947,31
1732,60,16:4:2018,8
4827,100,8:1:1979,1
3732,52,26:9:1983,5
597,32,20:12:2005,7
775,158,10:6:1995,7
4138,161,24:12:2005,31
2452,160,7:6:1941,26
2996,171,4:5:1998,18
3135,74,4:9:2018,27
2457,162,19:9:2002,21
467,155,12:12:1989,6
2555,222,23:10:2018,19
1074,33,24:3:2010,5
1338,139,2:5:2012,31
213,78,30:7:1968,3
1252,21,17:5:2017,7
1912,182,23:1:2017,17
1991,26,31:4:1912,28
2836,214,3:5:1932,26
186,112,4:12:2013,24
2968,191,31:10:1970,12
4312,190,29:2:1986,26
794,216,13:2:2009,6
3954,24,10:11:1991,22
1847,58,20:6:1962,45
2408,203,8:3:2013,19
1154,222,24:12:1996,46
2735,39,29:8:1939,29
1859,58,16:1:1991,13
1097,162,15:12:2015,16
1967,26,2:7:1947,0
3172,66,11:9:2005,19
4885,26,29:6:2000,24
2552,99,22:10:2015,3
2509,80,25:11:2018,11
4215,192,12:6:1988,14
1500,86,26:2:1990,51
295,37,4:4:2013,24
1918,150,31:6:1948,5
1636,105,27:1:1984,2
3444,39,19:8:2003,16
5067,186,18:10:1994,14
2606,84,6:9:2000,21
3054,41,31:11:1920,20
1911,221,22:12:2000,8
1119,173,19:2:1973,21
4071,86,19:12:2013,21
94,148,23:6:1970,1
926,4,15:3:1983,35
473,29,3:3:2017,31
359,14,31:4:2016,41
2796,113,27:7:1980,30
4767,192,20:7:1998,1
4841,89,24:3:2016,8
1110,12,25:1:2015,10
3228,89,8:3:2016,34
1198,11,21:4:1907,16
3645,107,25:11:1990,7
2356,96,4:6:2018,21
2677,55,18:3:1958,29
4130,60,26:7:2017,37
1484,55,21:3:1957,21
4591,52,16:1:1982,4
842,168,8:1:2004,15
1027,183,5:11:1965,3
3659,98,29:5:1996,11
5074,117,13:2:2017,2
3852,169,16:6:1962,29
1095,218,22:12:1953,3
2627,77,13:2:1936,31
5096,88,29:3:1926,30
3108,205,28:11:1973,35
2619,179,16:2:2012,9
5111,42,15:2:2009,0
3567,6,2:3:1984,17
467,46,27:2:1990,8
856,132,8:12:1991,4
1995,227,10:7:1976,15
1165,66,14:12:1994,46
1537,201,25:5:1988,9
3991,160,5:7:1945,26
1259,152,4:10:2018,1
1440,80,19:6:2014,9
3833,100,16:7:2018,1
3782,141,29:1:2016,13
4635,79,31:11:1981,8
2677,45,30:8:2014,16
3375,89,23:3:2014,11
1691,122,15:5:2015,26
1482,27,25:3:2010,5
354,43,19:7:1946,2
1328,146,19:2:1982,17
4097,17,9:3:1999,41
1537,159,10:1:1992,2
2191,227,7:12:1948,1
3402,164,26:2:1991,3
106,67,31:10:1953,0
18,114,27:7:2017,19
3690,219,9:1:1982,14
2854,110,14:2:1912,9
1237,96,24:12:2018,4
4102,146,16:8:1982,14
2206,231,21:4:1971,8
2986,144,11:6:2001,15
604,222,1:9:1991,26
1197,2,16:10:2003,15
684,130,27:8:1996,46
550,134,27:10:1940,20
3647,126,19:5:1964,26
2362,30,9:10:2018,41
4669,164,27:9:2009,26
4305,52,10:12:2016,25
782,68,27:1:2011,25
964,27,3:4:2005,6
2701,202,28:5:2018,27
205,121,23:8:2004,17
4378,157,3:10:1961,2
4100,162,28:10:1997,21
1092,59,2:7:2016,24
3889,167,26:5:1949,1
1927,89,2:3:2000,35
1520,163,25:10:2011,30
2704,215,16:5:2005,50
1215,70,21:11:1977,31
2946,16,12:10:1994,26
1695,188,31:10:2014,1
1762,112,2:11:2017,1
4432,206,30:8:2013,6
4441,7,7:11:2016,24
3597,17,23:5:1929,46
1406,50,22:7:2018,23
4282,20,25:8:2015,24
792,210,6:2:2017,26
4464,35,15:8:1985,3
2479,4,1:9:2018,5
4978,65,20:3:1993,25
4172,136,10:7:2015,16
1138,10,27:8:1996,15
1876,142,26:2:1986,51
836,8,20:7:1952,31
3607,123,18:5:1990,16
3938,133,23:12:1996,19
3227,115,8:10:2015,22
375,61,6:5:2004,46
1815,135,3:5:1955,12
1628,175,27:1:1938,23
1275,126,4:12:1955,5
1337,81,19:11:1933,6
266,184,11:6:1980,3
4115,48,31:4:1939,12
3174,222,3:6:2001,21
4043,98,25:8:2007,10
3566,23,14:4:1991,6
3784,36,12:8:1930,18
3307,60,17:11:2017,1
501,109,19:12:2012,31
1241,203,21:10:1971,21
4302,228,9:2:1980,34
3235,57,16:6:1927,3
4681,174,13:11:2016,14
388,137,10:6:1978,13
1119,168,7:6:1951,41
3903,66,2:6:2008,21
5087,132,19:3:1938,3
2856,222,5:10:2003,41
2297,143,24:8:2014,3
4198,166,3:6:1983,34
2773,215,29:12:2010,31
5001,129,2:2:2017,41
1394,43,4:9:2010,31
3669,20,7:12:1999,49
3140,91,5:2:1999,16
1181,220,13:3:2017,46
3485,175,15:2:1955,1
2948,79,16:12:2002,1
2152,165,16:2:2012,4
1798,153,17:3:2011,31
4498,162,14:10:1996,41
442,147,21:7:1975,40
4924,114,1:6:2008,6
1556,167,22:11:2005,20
1651,147,19:5:1982,4
3803,182,21:9:1980,5
3524,124,11:8:2001,6
2411,148,26:7:1998,45
4843,212,31:5:2013,3
3656,90,30:1:1987,46
4181,6,19:7:1988,36
374,113,28:9:1991,21
3894,201,4:1:2007,9
4707,40,17:6:1983,23
2156,181,18:3:2012,1
2273,91,11:8:1989,5
1864,72,15:9:2007,16
1700,84,27:9:1916,20
4429,190,8:7:2002,16
4382,206,13:4:2011,21
3649,224,21:11:2015,26
665,13,18:11:2003,21
28,212,24:3:1985,16
4881,122,25:8:2001,29
2434,52,5:2:2012,25
684,66,17:2:2018,41
1888,89,3:5:2011,16
3854,71,12:10:2002,4
900,134,26:11:2010,36
205,224,4:1:2018,30
4581,194,30:5:2018,40
2581,10,29:11:1970,28
4620,134,28:9:1961,31
4631,209,11:6:1997,14
4704,21,30:11:2018,56
399,152,7:10:2006,27
1754,210,27:10:2017,3
1555,68,9:5:2006,25
4987,60,20:9:2018,9
1300,72,13:12:1991,14
2080,133,30:9:1994,46
796,201,17:3:2013,3
5088,145,8:3:1992,21
1933,202,27:6:2010,6
2645,74,4:3:2012,17
2925,11,23:9:1947,26
3131,121,15:8:2001,29
902,212,25:7:2006,41
4716,24,11:12:1981,25
57,222,18:4:1991,17
682,107,3:12:1975,16
385,97,11:5:2015,6
1930,157,20:1:1982,22
3178,152,29:5:2000,15
378,95,20:6:1984,21
1291,97,3:12:1981,1
906,140,25:2:1978,27
1933,170,9:4:2006,1
4465,25,31:5:2002,1
3083,30,30:4:2015,26
2883,105,23:3:2011,56
909,38,15:2:1996,11
383,6,20:5:1991,2
4670,51,18:6:1973,21
1901,226,7:8:2007,40
2331,232,7:9:2004,30
5029,227,5:8:2000,26
763,141,16:4:1990,46
337,157,28:10:1960,51
3597,62,25:12:1992,36
1863,58,8:3:2017,27
4473,171,1:11:1993,5
3761,142,18:8:2002,16
1068,162,27:5:2005,17
2474,158,23:4:2018,21
1986,95,23:5:1966,24
2929,175,15:9:1967,11
1234,12,11:1:2017,6
4400,60,18:3:2018,8
4985,180,1:5:1987,4
2351,112,8:2:2017,8
4344,10,11:4:1963,4
2916,138,10:3:2004,51
1847,127,11:3:1997,41
4148,6,26:3:2000,29
3833,82,7:6:1927,11
3921,25,16:3:1944,4
4996,160,5:10:1986,30
3383,229,12:5:1978,15
2369,219,4:10:1971,1
1813,100,29:3:1972,9
2710,224,23:1:2017,0
2859,16,7:2:1997,1
5032,97,3:8:1988,9
662,199,21:10:2018,31
1119,18,28:11:2008,31
3535,109,6:5:2010,19
4700,24,30:12:1990,21
372,171,16:3:2003,9
1682,84,19:3:2007,33
3659,4,26:8:2010,9
2491,182,20:12:1948,15
3854,55,17:10:1973,16
2073,93,3:12:1938,35
131,143,21:3:2014,4
4899,99,24:8:2018,29
1073,206,19:10:2013,24
2951,46,7:6:2017,26
40,81,20:9:1988,2
2118,170,4:8:2018,9
2782,109,31:2:2015,49
2259,91,13:12:1993,4
1900,127,8:8:1946,32
1002,87,30:11:1922,10
3854,202,11:2:2015,6
1757,184,24:8:1915,24
3414,203,3:11:1962,26
1562,72,19:12:1994,25
4512,40,9:1:2006,26
3120,62,18:7:2015,36
4591,86,20:11:2002,4
901,165,14:5:2005,14
948,184,18:10:1918,16
2729,205,21:7:1944,8
3146,12,12:8:2008,10
3710,138,30:2:2003,51
1532,215,30:4:2011,3
3331,17,13:5:1907,40
2012,178,3:10:1939,5
4872,146,23:12:2001,41
1950,61,14:11:2010,16
4089,47,23:9:1968,34
3841,120,3:2:2018,54
4806,179,15:3:2015,33
2238,121,24:3:1978,1
3342,6,1:7:1977,17
1429,128,1:8:1931,1
3611,222,9:10:2010,11
1401,183,12:2:1965,16
44,201,16:6:1969,6
2487,214,6:1:1911,15
2538,229,16:12:2001,41
4325,51,24:3:1987,40
3746,185,28:2:2008,6
1856,80,8:4:2015,21
1634,125,18:2:1921,0
5071,197,6:11:1975,6
401,85,23:7:1997,11
2462,77,27:10:1980,30
2538,67,10:2:2007,26
77,61,10:8:1986,29
4249,51,12:1:1980,10
4322,31,9:8:1969,20
555,89,27:3:2001,26
4058,54,26:6:2018,1
5089,181,22:3:1911,16
2050,35,10:9:2006,16
2044,7,26:3:2018,26
1891,101,14:3:1986,6
1105,63,4:6:1999,16
701,14,22:10:2010,24
4506,100,12:11:1996,46
394,89,22:1:2002,27
2454,125,17:5:2002,14
508,79,11:7:2008,1
4651,117,12:11:2006,26
2315,121,26:4:1985,25
2851,183,27:4:1955,27
1041,73,29:1:1985,6
1813,2,28:1:1973,11
1547,178,5:10:2005,14
983,86,14:11:2018,1
2312,183,16:4:1966,6
4080,157,18:8:1971,32
864,8,17:5:1942,41
1933,166,14:2:2004,5
4124,8,2:11:1927,6
1351,124,18:10:1988,36
2008,138,6:5:2016,10
4907,28,19:4:2006,11
3872,26,2:1:1981,14
3164,99,28:12:2014,4
2071,41,2:4:1969,11
4112,95,8:9:1962,6
3935,177,20:4:1958,19
3768,157,22:10:1984,21
2079,183,24:7:1983,36
179,128,12:10:1954,16
3525,119,29:9:1959,26
2927,154,12:1:2015,35
3659,137,14:12:2009,6
1609,188,12:1:2010,46
4258,170,23:1:2013,31
1038,232,11:7:1914,16
4767,199,14:7:2018,11
3120,230,3:11:2012,26
4366,11,23:11:1999,26
5005,180,8:11:1936,35
1763,144,31:3:1983,26
304,231,3:12:2017,6
1238,202,10:1:2001,10
1490,102,27:7:1959,0
5081,232,4:12:1974,25
159,103,18:11:1990,15
2336,229,16:6:1933,11
688,210,5:8:2015,21
3165,148,28:12:2005,6
2532,139,16:4:2016,34
3989,104,4:10:1946,6
4259,76,16:10:2006,11
2227,106,28:7:2005,16
478,15,27:7:2011,27
759,164,31:7:1963,36
3423,161,30:10:2006,1
1855,91,15:9:1987,13
3070,130,20:8:1982,19
4332,58,16:7:1975,19
4268,74,10:5:2007,26
2178,162,13:9:2016,13
359,183,10:2:1960,21
1769,62,15:5:1994,3
2347,154,16:11:2018,1
1605,187,23:9:1967,1
1710,119,15:2:1975,9
817,94,3:3:1958,16
954,84,3:11:1932,21
2064,143,26:10:2010,1
3993,146,13:7:1996,11
453,10,2:11:1965,16
4195,208,9:3:2008,36
585,21,18:7:2017,14
1378,173,5:2:1999,10
4275,196,16:8:1953,31
1896,68,10:2:2018,16
453,24,9:2:2001,19
4837,163,13:4:1991,21
4981,167,12:11:2006,0
2197,69,21:4:2016,28
3323,101,17:4:2005,16
596,134,12:4:1913,11
4995,201,5:8:1971,18
300,13,23:6:2015,26
2255,67,21:11:1983,24
4210,212,31:8:2014,11
4603,50,1:4:2017,6
1915,76,4:12:1979,32
4204,18,25:3:2016,31
4414,84,7:9:1949,29
622,91,20:6:1998,5
651,137,22:8:1979,14
4607,118,24:8:2015,17
3720,104,20:9:1951,23
3057,58,28:12:1996,8
933,223,22:5:2013,6
754,92,11:12:2011,25
4439,211,11:10:1983,11
1227,187,14:12:1931,25
5093,122,22:7:2000,10
5064,57,16:7:1989,31
157,129,9:1:2014,1
4989,198,23:5:1997,16
4172,57,15:3:1986,31
1744,112,27:11:2013,9
3474,107,25:5:1959,1
4844,101,16:10:2009,40
701,124,11:5:1986,27
1629,122,26:2:2000,29
2610,170,16:12:2014,5
1120,12,19:7:2012,8
3453,164,11:4:1954,51
851,212,5:5:1998,15
4229,217,15:3:1989,36
971,49,22:9:1993,13
3684,232,9:6:2008,31
3123,118,13:8:2009,51
2499,29,1:11:1986,9
3888,20,22:4:2001,6
2267,180,7:10:1940,11
852,16,23:11:1972,4
4240,22,25:8:1960,21
3260,181,15:3:1967,1
979,81,23:3:2009,36
688,221,8:4:2002,9
4668,29,14:6:1998,2
3495,74,10:9:2017,9
1870,129,6:12:1965,30
4381,74,15:7:1997,4
3933,61,7:11:1961,36
2972,104,4:9:1987,31
3760,217,11:11:1978,34
3105,134,15:4:1941,0
1286,116,12:10:2012,1
1026,22,29:3:1946,0
4597,191,16:4:1978,14
3496,41,26:1:1959,16
3831,176,8:3:2013,49
3789,119,17:7:1955,14
2491,140,20:4:2010,13
4209,182,2:3:1997,29
207,172,12:2:1995,46
1733,182,4:2:2013,2
352,1,1:8:1993,5
3902,90,7:11:2007,15
3652,75,9:11:1974,1
3628,2,18:4:1951,20
899,51,31:2:1993,18
595,20,12:11:1989,22
2466,169,7:1:2018,19
3763,73,21:11:1992,6
453,145,5:8:2014,17
1279,164,6:7:1993,15
2133,38,22:8:2013,11
4107,103,6:8:1940,31
3193,201,29:6:1995,9
3722,38,10:2:2005,24
745,44,30:9:2004,17
2804,70,24:10:1949,16
4724,120,5:10:2006,21
2921,127,24:12:1935,2
4072,54,9:10:2013,32
1682,28,22:12:2012,20
192,105,9:3:1982,4
2775,172,19:7:1972,11
4538,17,29:4:1910,9
2678,50,3:11:2017,11
3619,99,31:4:2015,1
2637,48,6:1:1966,11
3893,92,24:11:2013,36
3841,225,11:7:2005,36
1639,157,1:12:2015,21
3786,36,22:5:1993,36
3560,217,27:10:1979,4
4262,196,25:5:1982,39
2566,75,13:5:1954,1
976,213,2:7:2009,8
1956,212,27:5:1989,29
1758,59,17:12:1999,12
2528,40,23:2:1996,31
2871,227,20:6:1964,12
2864,32,4:12:2006,5
2511,172,2:5:2010,56
3807,19,23:11:1974,15
3530,231,23:9:1991,41
3991,94,10:12:2012,36
66,105,23:12:1987,59
1985,179,16:5:2016,20
4249,82,6:12:1999,14
1042,135,2:2:1973,0
4797,222,12:2:1991,16
631,133,7:5:2008,7
565,18,8:2:1999,31
1584,55,10:4:2017,21
3332,1,6:7:2001,8
3612,91,26:7:2010,1
1850,69,5:3:2014,26
4575,186,7:1:1996,46
3051,42,14:3:2001,4
4684,124,28:5:2012,19
4675,45,17:9:2013,36
4587,224,14:1:2018,31
270,59,22:11:2017,9
2861,184,11:7:1938,29
341,132,18:12:2011,14
2887,194,6:4:2018,55
1542,111,21:2:2015,41
862,58,24:2:2012,0
647,175,18:3:1909,36
2234,44,13:6:1997,1
1883,228,21:2:1956,34
3761,190,29:7:1967,24
2878,109,8:6:2006,8
1672,98,26:2:1996,27
3827,202,3:6:2006,1
5068,74,29:2:2003,18
2841,7,10:4:2018,2
4877,213,17:5:1987,28
3304,219,1:11:1985,18
2494,39,13:5:1925,46
2792,95,27:4:1934,21
4856,85,11:9:2009,17
3544,114,10:5:2008,16
4294,198,17:11:1976,1
1231,218,28:1:1965,34
1624,134,17:8:1945,19
2583,118,21:5:2015,56
3758,197,14:8:2011,12
1261,224,18:8:2013,3
4180,197,25:4:1998,19
752,103,19:2:1963,51
4592,1,25:5:2015,1
4125,208,25:2:1998,29
2521,26,6:6:1984,6
3789,69,25:1:2014,1
2809,107,6:10:1951,0
3659,182,8:5:1992,1
1597,37,22:1:2010,36
1097,21,24:7:2017,26
3106,158,14:10:2016,12
646,119,12:1:1969,10
608,91,19:5:1990,16
4617,125,12:7:2008,15
2825,149,26:11:1986,24
3802,105,15:8:2003,11
608,112,3:2:2014,5
561,116,10:3:1993,29
4782,118,19:4:2007,1
65,165,16:8:2003,25
3891,227,16:8:1965,16
174,85,18:1:2016,24
4675,211,31:4:2015,21
3511,14,1:9:1993,1
2377,22,5:10:1998,36
1576,195,21:8:2006,36
1224,213,7:2:1960,6
2332,161,12:2:1966,3
3607,141,2:10:1958,21
3042,11,31:1:1942,4
2321,64,30:12:2017,21
2647,189,6:10:2017,0
1006,124,17:5:1989,13
1764,47,11:4:1980,17
3024,124,19:2:1999,16
2182,82,24:9:1981,40
3656,164,6:12:1985,46
4373,135,1:11:1961,4
2124,72,14:2:2005,11
4444,155,18:2:1943,31
3759,132,24:7:1959,2
1355,39,3:3:1964,13
3745,95,11:11:1944,21
5099,69,17:8:2008,25
414,225,26:2:2012,14
2492,118,9:12:2014,26
551,61,22:8:1996,26
4102,207,27:3:2014,4
4785,208,4:12:2014,11
4719,19,28:10:1953,11
2959,160,16:7:1974,0
2911,162,11:9:2008,22
526,80,29:6:2017,28
265,207,31:6:1997,31
3604,104,8:12:1993,4
3551,24,17:7:1991,24
1517,195,1:6:2003,1
3666,183,17:5:2007,2
2349,216,9:5:2018,4
3461,198,12:3:1934,39
3951,19,23:2:1993,12
2434,105,24:5:2009,15
86,109,17:9:2006,29
2046,180,21:10:1907,23
1684,142,15:8:2009,15
1898,227,9:5:1995,20
2656,204,16:11:2011,34
188,57,25:9:1973,41
1556,172,5:5:1990,21
887,121,20:12:2015,4
90,94,5:10:2005,26
3014,26,13:8:1978,2
4504,14,30:7:2008,14
3330,126,5:10:1947,16
2095,133,7:4:2014,16
884,73,16:4:1958,1
3401,102,6:9:1988,33
4588,151,20:3:2003,40
5079,14,12:4:1998,1
210,199,26:7:2018,51
4166,148,24:12:1979,34
3152,221,10:1:1999,32
3422,70,15:10:1985,14
867,109,15:3:2017,13
1602,132,30:1:1963,24
2936,50,20:3:2017,10
2352,151,23:8:1999,5
4974,188,26:2:2000,21
1315,26,29:8:1935,3
1748,168,4:9:1959,5
3645,65,8:8:2000,4
2883,218,25:6:1959,31
4740,184,21:8:1928,4
914,14,4:9:2001,25
649,107,22:2:1966,6
495,117,20:10:2016,1
629,75,23:5:1985,11
1169,76,4:1:1995,16
1742,161,24:12:1987,6
4131,87,17:1:1947,6
3228,204,27:7:1939,19
3628,12,7:7:1984,9
4184,29,31:2:1978,56
3472,138,31:4:1997,19
893,51,1:6:1991,45
4112,137,28:4:2018,9
207,169,23:5:1998,41
2699,100,3:5:2003,2
857,83,30:10:1971,1
1084,89,31:10:2012,24
3815,80,13:9:2013,41
4374,114,15:8:2014,8
1716,82,2:10:2001,36
719,12,8:7:1984,26
2845,90,10:5:1992,6
55,197,6:3:2001,6
4777,8,14:7:1988,4
2645,124,21:6:2003,27
4342,222,9:8:1984,31
1279,226,4:6:1988,17
268,68,28:11:2017,15
1755,69,21:5:2016,5
2797,39,10:7:1991,14
3610,107,25:9:1915,1
3973,140,6:4:2004,31
3634,140,15:11:2012,1
5054,2,20:7:1960,16
115,225,22:7:1994,1
1431,28,28:12:2010,4
4970,185,22:9:2003,9
1286,68,27:10:2007,6
174,99,6:3:2018,38
428,203,24:8:2011,11
113,86,5:11:1997,16
1117,21,9:10:2018,36
3571,133,24:9:2018,10
4916,35,8:11:2016,36
1721,64,5:1:2013,1
2658,169,10:2:1977,23
1814,100,7:3:1973,41
2864,175,8:5:1907,2
1055,226,15:8:1999,11
1636,60,18:10:2018,15
4198,62,28:2:1993,56
1919,156,4:2:2002,16
3704,151,15:8:2015,9
3162,203,12:1:1989,10
651,172,13:7:2009,15
3209,138,21:3:2008,6
4427,143,13:1:1999,31
3391,175,12:8:1975,4
1387,145,30:4:1999,15
2792,34,28:5:1969,10
1372,166,11:8:2007,23
2779,178,18:11:1973,16
2061,114,5:10:2017,19
1945,135,2:10:2015,15
996,1,13:4:1995,15
2794,2,29:8:1974,26
1884,22,17:2:2005,26
3380,39,12:9:1941,15
56,66,17:3:2013,10
344,19,31:7:1987,1
2876,53,11:6:2012,30
3219,137,9:11:1983,15
681,65,22:5:2004,0
444,151,17:6:2005,31
2154,178,23:3:1974,21
1094,38,8:6:2009,16
760,179,25:5:2013,1
2357,87,11:12:1992,41
3302,219,4:2:1923,1
1481,105,3:3:1991,24
4413,188,27:9:2014,21
5016,112,31:11:2013,51
3537,181,25:9:1986,21
1315,209,18:9:1988,5
4255,190,25:8:1970,11
2778,49,6:8:2008,1
2904,193,23:5:2007,14
1461,28,18:5:1998,16
721,121,6:2:2006,51
4122,25,16:4:1952,29
4879,116,10:2:1999,9
382,163,28:9:2018,16
4042,171,10:10:2007,6
4680,67,9:6:2000,10
2194,208,8:4:2003,0
3331,90,19:7:1979,45
4941,167,13:5:1981,10
4611,163,3:5:2014,26
4543,198,23:10:1947,4
132,142,29:5:1987,14
3557,111,7:5:2015,11
808,167,14:12:2001,16
2547,173,3:10:1964,9
2895,222,2:12:1984,26
2452,52,6:6:1967,21
2768,17,31:10:1996,21
1857,193,10:6:1988,31
2307,76,11:3:2009,1
4548,218,6:5:1961,30
2731,178,3:5:1955,46
2737,47,28:7:1938,1
2607,35,4:10:1982,16
1207,222,19:1:1982,41
1729,206,19:9:2018,16
4756,93,1:9:1973,19
4518,177,29:9:1987,25
2075,89,27:11:2007,29
1354,4,6:8:1998,33
3843,21,16:7:2017,9
3432,172,30:5:1985,3
126,28,23:7:2013,46
4285,140,27:8:2008,36
1822,104,3:10:1977,24
5024,62,18:11:2016,51
3888,148,28:7:1972,4
3670,176,5:10:1950,20
1436,156,6:11:1979,0
